"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
6592, 3.371418541380200e-02, -1.827274230727200e-02, 3.101716325860669e+05, -5.950900340009775e+00, 5.234579796846193e-03, -8.316731990456429e-03
6590, 3.343061394516500e-02, -1.782410324775800e-02, 3.152285074037572e+05, -5.907276506178768e+00, 5.266348899627534e-03, -8.292634896727725e-03
6588, 3.314515242744900e-02, -1.737671682738900e-02, 3.202149515444202e+05, -5.864260252377327e+00, 5.288490917566850e-03, -8.251127455030930e-03
6586, 3.285790579983700e-02, -1.693056140845200e-02, 3.241049587059265e+05, -5.830702564648666e+00, 5.253406075609189e-03, -8.144436653079607e-03
6584, 3.256994111160000e-02, -1.648495783205500e-02, 3.283064150429566e+05, -5.794458117296785e+00, 5.313076406312963e-03, -8.175880539710779e-03
6582, 3.227973683373400e-02, -1.604086210109600e-02, 3.342151596395302e+05, -5.743485510356019e+00, 5.362890901269343e-03, -8.150338492464331e-03
6580, 3.198674040912200e-02, -1.559862931600900e-02, 3.399177389337998e+05, -5.694291417065219e+00, 5.375536580338056e-03, -8.072686039355785e-03
6578, 3.169170128277200e-02, -1.515778255881200e-02, 3.447113562794900e+05, -5.652938610425378e+00, 5.389572403612894e-03, -8.013068447702705e-03
6576, 3.139464747631200e-02, -1.471832178088300e-02, 3.493654995542380e+05, -5.612788996253984e+00, 5.408190576905530e-03, -7.960506076412114e-03
6574, 3.109555583941400e-02, -1.428029509663900e-02, 3.545014475943833e+05, -5.568483026273435e+00, 5.422529960765249e-03, -7.900258035646684e-03
6572, 3.079437932753300e-02, -1.384377183828300e-02, 3.586306060582225e+05, -5.532862266578480e+00, 5.440575533358260e-03, -7.843880586497650e-03
6570, 3.049108043446500e-02, -1.340880036877000e-02, 3.640734544134706e+05, -5.485908778351702e+00, 5.459733910508923e-03, -7.788164577408212e-03
6568, 3.018563866707100e-02, -1.297541954743000e-02, 3.679519779805287e+05, -5.452450155447474e+00, 5.482770510832085e-03, -7.736467881452839e-03
6566, 2.987798870271600e-02, -1.254369677165800e-02, 3.726558824573453e+05, -5.411871269346572e+00, 5.498833971529357e-03, -7.673148194133213e-03
6564, 2.956807714523900e-02, -1.211366574643400e-02, 3.765276095363384e+05, -5.378471277291767e+00, 5.515745972075691e-03, -7.609327952044402e-03
6562, 2.925582790684900e-02, -1.168538575468500e-02, 3.812302759948054e+05, -5.337903071128317e+00, 5.544041164224754e-03, -7.560761635858043e-03
6560, 2.894128253431800e-02, -1.125886606017000e-02, 3.854180571236659e+05, -5.301776594861404e+00, 5.574933232049504e-03, -7.513995247347631e-03
6558, 2.862432165816900e-02, -1.083423027824400e-02, 3.892677760696116e+05, -5.268566459026815e+00, 5.606964670614117e-03, -7.462664709851815e-03
6556, 2.830473548615800e-02, -1.041164524257500e-02, 3.920805735989027e+05, -5.244301469988762e+00, 5.580119706137639e-03, -7.358427799982670e-03
6554, 2.798407825459600e-02, -9.989950028409000e-03, 3.945345580251665e+05, -5.223131832081034e+00, 5.652998216129182e-03, -7.379896716033810e-03
6552, 2.766049549273900e-02, -9.570600467750000e-03, 3.997770511615179e+05, -5.177906736011750e+00, 5.722604962076158e-03, -7.348921316542579e-03
6550, 2.733327759550700e-02, -9.154197278027999e-03, 4.052710437077826e+05, -5.130512045308983e+00, 5.743492178783542e-03, -7.260773650358024e-03
6548, 2.700346702970200e-02, -8.740002148216000e-03, 4.095453535649466e+05, -5.093639116934551e+00, 5.769989903151296e-03, -7.194731825885123e-03
6546, 2.667098236796700e-02, -8.328366274560999e-03, 4.143224077649172e+05, -5.052429194574557e+00, 5.797837402904198e-03, -7.127061752795494e-03
6544, 2.633627512000900e-02, -7.919848423490000e-03, 4.181783536303786e+05, -5.019165341352841e+00, 5.824204841819257e-03, -7.057974972516340e-03
6542, 2.599999409305500e-02, -7.515239233222000e-03, 4.217222945178914e+05, -4.988593042461253e+00, 5.857837971904633e-03, -6.995713741696283e-03
6398, 3.071603079180000e-04, 1.478863326933000e-03, 9.724552757766695e+05, -2.376183939210705e-01, -4.070684221834844e-05, -9.634231824643460e-05
6396, 2.250704901710000e-04, 1.271103036106000e-03, 9.661498814131089e+05, -2.920127552354304e-01, -1.428452323555724e-04, -3.841903961472647e-04
6394, 1.611681193010000e-04, 1.086209012510000e-03, 9.651875369492051e+05, -3.003145535782859e-01, -1.864252735255601e-04, -5.803786069404229e-04
6392, 1.113532282700000e-04, 9.170787946550000e-04, 9.650500152476198e+05, -3.015009036609745e-01, -2.347566694767971e-04, -8.754277391611583e-04
6390, 7.328302027400000e-05, 7.584779464720000e-04, 9.583020309298637e+05, -3.597133287623905e-01, -2.438776301362145e-04, -1.143147785107718e-03
6388, 4.439492258600000e-05, 6.032195907810000e-04, 9.542767133127315e+05, -3.944382909529721e-01, -2.043830620276053e-04, -1.300773516507609e-03
6386, 2.373601387600000e-05, 4.431414743330000e-04, 9.509236965347173e+05, -4.233635564637910e-01, -1.510035256120816e-04, -1.456930918040945e-03
6384, 9.867705166000000e-06, 2.700898153720000e-04, 9.474674218376694e+05, -4.531795907723477e-01, -9.531690998515676e-05, -1.622451537788319e-03
6380, 2.139017284000000e-06, 7.552485375900000e-05, 9.437763448718463e+05, -4.850211795044318e-01, -4.235425193232551e-05, -1.808435583214696e-03
6381, 0.000000000000000e+00, -1.512400000000000e-04, 9.394842445781071e+05, -5.220475795539411e-01, 1.192549173117285e-05, -2.036391369645997e-03
7072, 4.992215034000000e-06, -4.116858546100000e-04, 9.339555568775721e+05, -5.697415728297783e-01, 6.892335447431727e-05, -2.329620445689819e-03
7070, 1.629418461400000e-05, -7.019860557040000e-04, 9.259033959740592e+05, -6.392046586088747e-01, 1.271981280063340e-04, -2.695967510464738e-03
7068, 3.165067737200000e-05, -9.767126318800000e-04, 9.164035002652089e+05, -7.211568300102752e-01, 2.371536941990872e-04, -3.174479214044048e-03
7066, 5.466010328600000e-05, -1.215542514368000e-03, 8.999261789339592e+05, -8.633007338340301e-01, 4.358416574778883e-04, -3.634795841025808e-03
7064, 8.518642583500000e-05, -1.423185594069000e-03, 8.849892172968418e+05, -9.921565105517443e-01, 6.688938192634762e-04, -3.972549702429266e-03
7062, 1.192843882670000e-04, -1.599345110053000e-03, 8.716229050541915e+05, -1.107462861851350e+00, 9.096248588905494e-04, -4.247941458579371e-03
7060, 1.544448466080000e-04, -1.746621914088000e-03, 8.595600939785376e+05, -1.211524379067136e+00, 1.157088147774625e-03, -4.471001475867660e-03
7058, 1.903759949740000e-04, -1.874043869279000e-03, 8.483777826010979e+05, -1.307990143192737e+00, 1.416985893667071e-03, -4.621124729332697e-03
7056, 2.285343985230000e-04, -1.988245392536000e-03, 8.375976854357326e+05, -1.400986150485398e+00, 1.682913524280168e-03, -4.645827408061787e-03
7054, 2.699036572360000e-04, -2.093586815310000e-03, 8.286625882931376e+05, -1.478066008513305e+00, 1.916820378105449e-03, -4.523197229283082e-03
7052, 3.157646309890000e-04, -2.194086039008000e-03, 8.216955010126811e+05, -1.538168555791226e+00, 2.092839930168131e-03, -4.265152156027240e-03
7050, 3.680470160440000e-04, -2.293600372193000e-03, 8.171182896340389e+05, -1.577654506262604e+00, 2.181164007309243e-03, -3.886641555832506e-03
7048, 4.288475579430000e-04, -2.395589823997000e-03, 8.162032930621536e+05, -1.585547851430697e+00, 2.166303525011625e-03, -3.463766478881065e-03
7046, 4.985287369190000e-04, -2.502231436887000e-03, 8.191181279347378e+05, -1.560402623061268e+00, 2.092930467668558e-03, -3.121263168137847e-03
7044, 5.760091006190001e-04, -2.615057173733000e-03, 8.233589409835977e+05, -1.523818659561787e+00, 2.042252271505716e-03, -2.920953878816951e-03
7042, 6.651516638290000e-04, -2.740545719333000e-03, 8.264611876798550e+05, -1.497056697033686e+00, 2.040398244190134e-03, -2.819173660599400e-03
7040, 7.741939173840000e-04, -2.888884803680000e-03, 8.284853935321688e+05, -1.479594603759758e+00, 2.068081510054068e-03, -2.756315851663437e-03
7038, 9.101836860690000e-04, -3.067121651559000e-03, 8.295501284193509e+05, -1.470409520191934e+00, 2.121292072280619e-03, -2.704387559033418e-03
7036, 1.107867377439000e-03, -3.314277594208000e-03, 8.303184386064745e+05, -1.463781585520406e+00, 2.194568183777797e-03, -2.663386339880301e-03
7034, 1.393462156016000e-03, -3.653641261535000e-03, 8.309418994271914e+05, -1.458403214051144e+00, 2.287641345178950e-03, -2.642960944056136e-03
7032, 1.733294765126000e-03, -4.036847223614000e-03, 8.303835166134257e+05, -1.463220181043602e+00, 2.388604772280675e-03, -2.625243967188391e-03
7030, 2.090676060110000e-03, -4.419928182169000e-03, 8.288856240307114e+05, -1.476141959707459e+00, 2.474528743025841e-03, -2.591748329052170e-03
7028, 2.456900796348000e-03, -4.794730811589000e-03, 8.281552639330055e+05, -1.482442512655232e+00, 2.535923580755408e-03, -2.549522170956491e-03
7026, 2.829296302171000e-03, -5.162509187899000e-03, 8.279979474073725e+05, -1.483799625540264e+00, 2.586568714090148e-03, -2.516018391778349e-03
7024, 3.206804860869000e-03, -5.524180761295000e-03, 8.276328536676131e+05, -1.486949157456753e+00, 2.633529374514038e-03, -2.483819879453811e-03
7022, 3.589508672312000e-03, -5.879505404397000e-03, 8.274441243266651e+05, -1.488577257361412e+00, 2.667482188517047e-03, -2.447249202053293e-03
7020, 3.975994286650000e-03, -6.229864276849000e-03, 8.277720611237740e+05, -1.485748264977794e+00, 2.695053917947836e-03, -2.418566013374537e-03
